track_id,track_name,artists,main_artist,genre,popularity,popularity_level,is_hit,explicit
5SuOikwiRyPMVoIQDJUgSV,Comedy,Gen Hoshino,Gen Hoshino,Acoustic,73,Alta,Hit,False
4qPNDBW1i3p13qLCt0Ki3A,Ghost - Acoustic,Ben Woodward,Ben Woodward,Acoustic,55,Média,Não hit,False
1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,"Ingrid Michaelson,ZAYN",Ingrid Michaelson,Acoustic,57,Média,Não hit,False
6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,Kina Grannis,Kina Grannis,Acoustic,71,Alta,Hit,False
5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,Chord Overstreet,Acoustic,82,Alta,Hit,False
01MVOl9KtVTNfFiBU9I7dc,Days I Will Remember,Tyrone Wells,Tyrone Wells,Acoustic,58,Média,Não hit,False
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"A Great Big World,Christina Aguilera",A Great Big World,Acoustic,74,Alta,Hit,False
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,Jason Mraz,Acoustic,80,Alta,Hit,False
0IktbUcnAGrvD03AWnz3Q8,Lucky,"Jason Mraz,Colbie Caillat",Jason Mraz,Acoustic,74,Alta,Hit,False
7k9GuJYLp2AzqokyEdwEw2,Hunger,Ross Copperman,Ross Copperman,Acoustic,56,Média,Não hit,False
4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,Zack Tabudlo,Zack Tabudlo,Acoustic,74,Alta,Hit,False
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,Jason Mraz,Jason Mraz,Acoustic,69,Média,Não hit,False
4ptDJbJl35d7gQfeNteBwp,Solo,Dan Berk,Dan Berk,Acoustic,52,Média,Não hit,False
0X9MxHR1rTkEHDjp95F2OO,Bad Liar,Anna Hamilton,Anna Hamilton,Acoustic,62,Média,Não hit,False
4LbWtBkN82ZRhz9jqzgrb3,Hold On - Remix,"Chord Overstreet,Deepend",Chord Overstreet,Acoustic,56,Média,Não hit,False
1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,Landon Pigg,Landon Pigg,Acoustic,58,Média,Não hit,False
6xKeQgzfjixSUld14qUezm,ily (i love you baby),"Andrew Foy,Renee Foy",Andrew Foy,Acoustic,56,Média,Não hit,False
4Yo0igmcoNyat1secaH0OD,At My Worst,"Andrew Foy,Renee Foy",Andrew Foy,Acoustic,54,Média,Não hit,False
2qLMf6TuEC3ruGJg4SMMN6,Lucky,"Jason Mraz,Colbie Caillat",Jason Mraz,Acoustic,68,Média,Não hit,False
6CgNoAbFJ4Q4Id4EjtbXlC,Photograph,"Boyce Avenue,Bea Miller",Boyce Avenue,Acoustic,67,Média,Não hit,False
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,Jason Mraz,Jason Mraz,Acoustic,75,Alta,Hit,False
210JCw2LbYD4YIs8GiZ9iP,Demons,"Boyce Avenue,Jennel Garcia",Boyce Avenue,Acoustic,63,Média,Não hit,False
5TvE3pk05pyFIGdSY9j4DJ,Say Something,"A Great Big World,Christina Aguilera",A Great Big World,Acoustic,70,Alta,Hit,False
0BUuuEvNa5T4lMaewyiudB,93 Million Miles,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
3Hn3LfhrQOaKihdCibJsTs,Unlonely,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
6D33wCKzWtNEgOovgeVJ7r,Bella Luna,Jason Mraz,Jason Mraz,Acoustic,1,Baixa,Não hit,False
5IfCZDRXZrqZSm8AwE44PG,Winter Wonderland,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
0dzKBptH2P5j5a0MifBMwM,If It Kills Me,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
5QAMZTM5cmLg3fHX9ZbTZi,Winter Wonderland,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
2qESE1ZeWly7I3YjyTXmXh,Winter Wonderland,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
3EQV1ZHtHvq9OnVRYIdbg3,Winter Wonderland,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
3ax0rfGb7exLtl02LL08U9,Winter Wonderland,Jason Mraz,Jason Mraz,Acoustic,0,Baixa,Não hit,False
1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,Chord Overstreet,Chord Overstreet,Acoustic,0,Baixa,Não hit,False
3H36x7buZdQD4687VmFrwY,Party of One,"Brandi Carlile,Sam Smith",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
0xbMRcMFqxJq1Wa7tvWPtn,Party of One,"Brandi Carlile,Sam Smith",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
6h061f44HZPj1OXO2nA45d,Party of One,"Brandi Carlile,Sam Smith",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
6sp6Vx3sv2l5qxPfbQkcyt,The Haves,Eddie Vedder,Eddie Vedder,Acoustic,0,Baixa,Não hit,False
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False
0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
1MLr9b1fOybO3MGiLy47Ys,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,Brandi Carlile,Acoustic,0,Baixa,Não hit,False
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
3RE5nHIVkC4KcA7snFaTKd,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,"Brandi Carlile,Lucius",Brandi Carlile,Acoustic,0,Baixa,Não hit,False
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,Highland Peak,Highland Peak,Acoustic,46,Média,Não hit,False
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,Motohiro Hata,Motohiro Hata,Acoustic,61,Média,Não hit,False
2DHDuADAHoUW6n0z80RLQF,Pieces,Andrew Belle,Andrew Belle,Acoustic,60,Média,Não hit,False
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,Ron Pope,Ron Pope,Acoustic,68,Média,Não hit,False
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,Adam Christopher,Adam Christopher,Acoustic,52,Média,Não hit,False
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,Andrew Belle,Acoustic,62,Média,Não hit,False
7lLKxcNeJtDTWVRKHovLEC,Build It Better,Aron Wright,Aron Wright,Acoustic,51,Média,Não hit,False
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,Chord Overstreet,Chord Overstreet,Acoustic,0,Baixa,Não hit,False
4oa14QBfWRDfJy2agySy0L,Gravity,Sara Bareilles,Sara Bareilles,Acoustic,67,Média,Não hit,False
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,Chord Overstreet,Chord Overstreet,Acoustic,57,Média,Não hit,True
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,Zack Tabudlo,Acoustic,75,Alta,Hit,False
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,Andrew Belle,Andrew Belle,Acoustic,62,Média,Não hit,False
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,Kurt Cobain,Kurt Cobain,Acoustic,66,Média,Não hit,False
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,"Boyce Avenue,Bea Miller",Boyce Avenue,Acoustic,64,Média,Não hit,False
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,Tim Halperin,Tim Halperin,Acoustic,62,Média,Não hit,False
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Canyon City,Canyon City,Acoustic,58,Média,Não hit,False
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Aaron Espe,Aaron Espe,Acoustic,65,Média,Não hit,False
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,Sara Bareilles,Sara Bareilles,Acoustic,67,Média,Não hit,False
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,Andrew Belle,Andrew Belle,Acoustic,65,Média,Não hit,False
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,Tyler Ward,Acoustic,44,Média,Não hit,False
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,Ron Pope,Ron Pope,Acoustic,55,Média,Não hit,False
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),Five For Fighting,Five For Fighting,Acoustic,70,Alta,Hit,False
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Andrew Belle,Andrew Belle,Acoustic,57,Média,Não hit,False
2E9viCx0hJKNKNThd2MdGQ,You're Still The One,Bailey Jehl,Bailey Jehl,Acoustic,56,Média,Não hit,False
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,Ingrid Michaelson,Ingrid Michaelson,Acoustic,56,Média,Não hit,False
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,Jason Mraz,Jason Mraz,Acoustic,67,Média,Não hit,False
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,A Great Big World,A Great Big World,Acoustic,62,Média,Não hit,False
4qCbMMMuEB56kHd4zPE6GD,The Long Road,"Eddie Vedder,Nusrat Fateh Ali Khan",Eddie Vedder,Acoustic,45,Média,Não hit,False
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Drew Holcomb & The Neighbors,Drew Holcomb & The Neighbors,Acoustic,64,Média,Não hit,False
7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,Jason Mraz,Acoustic,65,Média,Não hit,False
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,Eddie Vedder,Acoustic,68,Média,Não hit,False
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Gabrielle Aplin,Gabrielle Aplin,Acoustic,0,Baixa,Não hit,False
4LGF2tDg3878bs0mQPByZ4,Guaranteed,Eddie Vedder,Eddie Vedder,Acoustic,61,Média,Não hit,False
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,Sara Bareilles,Acoustic,70,Alta,Hit,False
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Five For Fighting,Five For Fighting,Acoustic,62,Média,Não hit,False
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,The Civil Wars,The Civil Wars,Acoustic,0,Baixa,Não hit,False
7DYsBLdOqz0z14tYWMt2Tn,Hold On,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,KT Tunstall,Kt Tunstall,Acoustic,0,Baixa,Não hit,False
0U32q8CZRRo7xCzyiaZw5f,Rain,Motohiro Hata,Motohiro Hata,Acoustic,58,Média,Não hit,False
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,Callum J Wright,Callum J Wright,Acoustic,50,Média,Não hit,False
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),Andrew Belle,Andrew Belle,Acoustic,59,Média,Não hit,False
1PR5pyPiOEEQ02oJYq402x,Mirrors,"Boyce Avenue,Fifth Harmony",Boyce Avenue,Acoustic,57,Média,Não hit,False
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Boyce Avenue,Boyce Avenue,Acoustic,60,Média,Não hit,False
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,"Gabrielle Aplin,JP Cooper",Gabrielle Aplin,Acoustic,61,Média,Não hit,False
59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,Mone Kamishiraishi,Mone Kamishiraishi,Acoustic,49,Média,Não hit,False
0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,John Adams,John Adams,Acoustic,55,Média,Não hit,False
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,Kitri,Kitri,Acoustic,51,Média,Não hit,False
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Tyler Ward,Tyler Ward,Acoustic,46,Média,Não hit,False
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,Boyce Avenue,Boyce Avenue,Acoustic,57,Média,Não hit,False
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),Andrew Belle,Andrew Belle,Acoustic,58,Média,Não hit,False
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),Ben Woodward,Ben Woodward,Acoustic,51,Média,Não hit,False
2WZyfujzMweFLnozyUJBkW,Boston,Augustana,Augustana,Acoustic,63,Média,Não hit,False
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Matthew Perryman Jones,Matthew Perryman Jones,Acoustic,53,Média,Não hit,False
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,Boyce Avenue,Boyce Avenue,Acoustic,60,Média,Não hit,False
08OjvLnGR3M0HUhcePeMNO,death bed (coffee for your head),"Andrew Foy,Renee Foy",Andrew Foy,Acoustic,47,Média,Não hit,False
65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,Kina Grannis,Kina Grannis,Acoustic,60,Média,Não hit,False
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,Jason Mraz,Jason Mraz,Acoustic,66,Média,Não hit,False
3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,"Ray LaMontagne,Sierra Ferrell",Ray Lamontagne,Acoustic,67,Média,Não hit,False
5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,Meg Birch,Meg Birch,Acoustic,43,Média,Não hit,False
6ta5yavnnEfCE4faU0jebM,Mr Blue,Catherine Feeny,Catherine Feeny,Acoustic,54,Média,Não hit,False
7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,Joshua Hyslop,Joshua Hyslop,Acoustic,60,Média,Não hit,False
5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,Ross Copperman,Ross Copperman,Acoustic,49,Média,Não hit,False
4zcMBfbQZvBSHQBGDd6gsN,You Already Know,JJ Heller,Jj Heller,Acoustic,57,Média,Não hit,False
7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),Ben Woodward,Ben Woodward,Acoustic,42,Média,Não hit,False
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,Howie Day,Acoustic,67,Média,Não hit,False
2lxBZVbkiCXC1soks2RXwV,Love Like This,Ben Rector,Ben Rector,Acoustic,61,Média,Não hit,False
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,Matt Nathanson,Acoustic,71,Alta,Hit,False
6XrNrp7UtGgyZcHJ0ckL0w,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",Rachael Yamagata,Rachael Yamagata,Acoustic,49,Média,Não hit,False
72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,Parachute,Parachute,Acoustic,61,Média,Não hit,False
6R6ux6KaKrhAg2EIB2krdU,Without You,Parachute,Parachute,Acoustic,61,Média,Não hit,False
2D9w6sabdMCLSheW5aegwO,Absolutely Zero,Jason Mraz,Jason Mraz,Acoustic,20,Baixa,Não hit,False
